feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
0.6841772363840062,-0.9979556125989338,-1.350656766326635,0.5196166145594351,-0.572771993502385,-0.7065409894051882,1.5728478411292257,0
2.904636394285556,1.7676407755940982,1.1888733859523408,-0.2718982170287423,2.4326871782788073,2.633547911886243,0.013155804762762235,0
0.8906655020680199,-0.47383842228029427,-0.5824293784051118,0.6698583046406206,-1.6099085070204557,0.6828317786512561,1.4192081930959157,0
-1.9503598663127393,2.245586430970021,0.36306541185607066,-1.6510379945091218,-0.04169007565471361,-0.05853020554132029,0.9106876944763844,1
1.5903502428050111,-2.2307754566277866,-0.9272841286190622,1.129189248046718,-1.9505285522883447,-0.07793797179990403,1.716147417899897,0
-1.6200582367926524,1.7800394732183409,-0.4994205193539073,-0.016091893933091107,-0.6350577040868943,0.33397946140994134,-0.1543677731750659,0
-0.5358784913199408,2.7719924282752677,2.8549815286410483,-3.928011610557591,2.9388183532673553,0.3785693434677856,0.9701410131054116,1
1.5932322867782596,-0.8199908078501501,0.8100295554668471,0.9716951581245582,-0.7028093836236136,1.5065149147702157,-0.7518641257021502,1
-2.0848872824967533,2.021906116040183,1.3045710712448504,-2.495533103386132,0.8015667392643494,-0.46438705579531553,0.4955192553140426,1
3.598733050254312,1.0544463692633497,-0.00539108891612361,1.762875339512203,1.9532483297956005,3.0175205200512347,-1.1316292874046041,0
0.9048622612341337,0.9205832957030474,3.0451666060228786,-4.9002525815879405,4.299101602439683,-1.064918091100034,2.434948184467309,1
-1.0216447970729061,-0.6774666754418595,1.5285223349182753,-1.809701543576186,1.5396926721444206,-1.6189440565985895,-0.7871299075010443,1
-1.7637937951046623,2.883095470118428,2.442655367078816,-3.7292286065945084,1.4261596171423736,0.158899595578069,1.155536113957173,1
0.646216883361995,-2.4792303695322238,-0.7986348137530576,1.2992057220301965,-0.8550094257583218,-0.9721588234055978,-0.3271829998921367,0
-1.8590496476685203,1.2319366496624178,0.16673820305739806,-1.4440116363381292,0.22057240991993532,-0.850417902095789,0.5800491759654698,1
